sample_id,subject,video,timestamp,relative_time_bin,target_valence,target_arousal
predict1_V12_T025,predict1,12,25,3,199,58
predict1_V12_T026,predict1,12,26,4,199,58
predict1_V12_T027,predict1,12,27,4,199,58
predict1_V12_T028,predict1,12,28,4,199,58
predict1_V12_T029,predict1,12,29,4,199,58
predict1_V12_T030,predict1,12,30,4,199,58
predict1_V12_T031,predict1,12,31,4,199,58
predict1_V12_T032,predict1,12,32,5,199,58
predict1_V12_T033,predict1,12,33,5,199,58
predict1_V12_T034,predict1,12,34,5,199,58
predict1_V12_T035,predict1,12,35,5,199,58
predict1_V12_T036,predict1,12,36,5,199,58
predict1_V12_T037,predict1,12,37,5,199,58
predict1_V12_T038,predict1,12,38,6,199,58
predict1_V12_T039,predict1,12,39,6,199,58
predict1_V12_T040,predict1,12,40,6,199,58
predict1_V12_T041,predict1,12,41,6,199,58
predict1_V12_T042,predict1,12,42,6,199,58
predict1_V12_T043,predict1,12,43,6,199,58
predict1_V12_T044,predict1,12,44,6,199,58
predict1_V12_T045,predict1,12,45,7,199,58
predict1_V12_T046,predict1,12,46,7,199,58
predict1_V12_T047,predict1,12,47,7,199,58
predict1_V12_T048,predict1,12,48,7,199,58
predict1_V12_T049,predict1,12,49,7,199,58
predict1_V12_T050,predict1,12,50,7,199,58
predict1_V12_T051,predict1,12,51,8,199,58
predict1_V12_T052,predict1,12,52,8,199,58
predict1_V12_T053,predict1,12,53,8,199,58
predict1_V12_T054,predict1,12,54,8,199,58
predict1_V12_T055,predict1,12,55,8,199,58
predict1_V12_T056,predict1,12,56,8,199,58
predict1_V12_T057,predict1,12,57,9,199,58
predict1_V12_T058,predict1,12,58,9,199,58
predict1_V12_T059,predict1,12,59,9,199,58
predict1_V12_T060,predict1,12,60,9,199,58
predict1_V12_T061,predict1,12,61,9,199,58
predict1_V12_T062,predict1,12,62,9,199,58
predict1_V13_T000,predict1,13,0,0,128,128
predict1_V13_T001,predict1,13,1,0,128,128
predict1_V13_T002,predict1,13,2,0,128,128
predict1_V13_T003,predict1,13,3,0,128,120
predict1_V13_T004,predict1,13,4,0,98,93
predict1_V13_T005,predict1,13,5,0,95,93
predict1_V13_T006,predict1,13,6,0,95,93
predict1_V13_T007,predict1,13,7,0,95,93
predict1_V13_T008,predict1,13,8,0,95,93
predict1_V13_T009,predict1,13,9,0,95,93
predict1_V13_T010,predict1,13,10,0,95,93
predict1_V13_T011,predict1,13,11,0,95,93
predict1_V13_T012,predict1,13,12,1,95,93
predict1_V13_T013,predict1,13,13,1,95,93
predict1_V13_T014,predict1,13,14,1,95,93
predict1_V13_T015,predict1,13,15,1,95,93
predict1_V13_T016,predict1,13,16,1,95,93
predict1_V13_T017,predict1,13,17,1,95,93
predict1_V13_T018,predict1,13,18,1,95,93
predict1_V13_T019,predict1,13,19,1,95,93
predict1_V13_T020,predict1,13,20,1,95,93
predict1_V13_T021,predict1,13,21,1,95,93
predict1_V13_T022,predict1,13,22,1,95,93
predict1_V13_T023,predict1,13,23,2,95,93
predict1_V13_T024,predict1,13,24,2,95,93
predict1_V13_T025,predict1,13,25,2,95,93
predict1_V13_T026,predict1,13,26,2,95,93
predict1_V13_T027,predict1,13,27,2,95,93
predict1_V13_T028,predict1,13,28,2,95,93
predict1_V13_T029,predict1,13,29,2,95,93
predict1_V13_T030,predict1,13,30,2,95,93
predict1_V13_T031,predict1,13,31,2,95,93
predict1_V13_T032,predict1,13,32,2,95,93
predict1_V13_T033,predict1,13,33,2,95,93
predict1_V13_T034,predict1,13,34,3,95,93
predict1_V13_T035,predict1,13,35,3,95,93
predict1_V13_T036,predict1,13,36,3,95,93
predict1_V13_T037,predict1,13,37,3,95,93
predict1_V13_T038,predict1,13,38,3,95,93
predict1_V13_T039,predict1,13,39,3,89,93
predict1_V13_T040,predict1,13,40,3,89,93
predict1_V13_T041,predict1,13,41,3,89,93
predict1_V13_T042,predict1,13,42,3,89,93
predict1_V13_T043,predict1,13,43,3,89,93
predict1_V13_T044,predict1,13,44,3,89,93
predict1_V13_T045,predict1,13,45,4,89,93
predict1_V13_T046,predict1,13,46,4,89,93
predict1_V13_T047,predict1,13,47,4,89,93
predict1_V13_T048,predict1,13,48,4,89,93
predict1_V13_T049,predict1,13,49,4,89,93
predict1_V13_T050,predict1,13,50,4,89,93
predict1_V13_T051,predict1,13,51,4,89,93
predict1_V13_T052,predict1,13,52,4,89,93
predict1_V13_T053,predict1,13,53,4,89,93
predict1_V13_T054,predict1,13,54,4,89,93
predict1_V13_T055,predict1,13,55,4,89,93
predict1_V13_T056,predict1,13,56,5,89,93
predict1_V13_T057,predict1,13,57,5,89,93
predict1_V13_T058,predict1,13,58,5,89,93
predict1_V13_T059,predict1,13,59,5,89,93
predict1_V13_T060,predict1,13,60,5,89,93
predict1_V13_T061,predict1,13,61,5,89,93
predict1_V13_T062,predict1,13,62,5,89,93
predict1_V13_T063,predict1,13,63,5,89,93
predict1_V13_T064,predict1,13,64,5,89,93
predict1_V13_T065,predict1,13,65,5,89,93
predict1_V13_T066,predict1,13,66,5,89,93
predict1_V13_T067,predict1,13,67,6,89,93
predict1_V13_T068,predict1,13,68,6,89,93
predict1_V13_T069,predict1,13,69,6,89,93
predict1_V13_T070,predict1,13,70,6,89,93
predict1_V13_T071,predict1,13,71,6,89,93
predict1_V13_T072,predict1,13,72,6,89,93
predict1_V13_T073,predict1,13,73,6,89,93
predict1_V13_T074,predict1,13,74,6,89,93
predict1_V13_T075,predict1,13,75,6,89,93
predict1_V13_T076,predict1,13,76,6,89,93
predict1_V13_T077,predict1,13,77,6,89,93
predict1_V13_T078,predict1,13,78,7,89,93
predict1_V13_T079,predict1,13,79,7,89,93
predict1_V13_T080,predict1,13,80,7,89,93
predict1_V13_T081,predict1,13,81,7,89,93
predict1_V13_T082,predict1,13,82,7,89,93
predict1_V13_T083,predict1,13,83,7,89,93
predict1_V13_T084,predict1,13,84,7,89,93
predict1_V13_T085,predict1,13,85,7,89,93
predict1_V13_T086,predict1,13,86,7,89,93
predict1_V13_T087,predict1,13,87,7,89,93
predict1_V13_T088,predict1,13,88,7,89,92
predict1_V13_T089,predict1,13,89,8,89,71
predict1_V13_T090,predict1,13,90,8,85,71
predict1_V13_T091,predict1,13,91,8,55,71
predict1_V13_T092,predict1,13,92,8,52,71
predict1_V13_T093,predict1,13,93,8,52,71
predict1_V13_T094,predict1,13,94,8,52,71
predict1_V13_T095,predict1,13,95,8,52,71
predict1_V13_T096,predict1,13,96,8,52,109
predict1_V13_T097,predict1,13,97,8,52,146
predict1_V13_T098,predict1,13,98,8,52,151
predict1_V13_T099,predict1,13,99,8,52,151
predict1_V13_T100,predict1,13,100,9,52,151
predict1_V13_T101,predict1,13,101,9,52,151
predict1_V13_T102,predict1,13,102,9,52,151
predict1_V13_T103,predict1,13,103,9,52,151
predict1_V13_T104,predict1,13,104,9,52,151
predict1_V13_T105,predict1,13,105,9,52,151
predict1_V13_T106,predict1,13,106,9,52,151
predict1_V13_T107,predict1,13,107,9,52,151
predict1_V13_T108,predict1,13,108,9,52,151
predict1_V13_T109,predict1,13,109,9,52,151
predict1_V13_T110,predict1,13,110,9,52,151
predict1_V14_T000,predict1,14,0,0,128,128
predict1_V14_T001,predict1,14,1,0,178,99
predict1_V14_T002,predict1,14,2,0,187,79
predict1_V14_T003,predict1,14,3,0,187,79
predict1_V14_T004,predict1,14,4,0,187,79
predict1_V14_T005,predict1,14,5,0,187,79
predict1_V14_T006,predict1,14,6,0,187,79
predict1_V14_T007,predict1,14,7,0,187,79
predict1_V14_T008,predict1,14,8,0,187,79
predict1_V14_T009,predict1,14,9,0,187,79
predict1_V14_T010,predict1,14,10,0,187,79
predict1_V14_T011,predict1,14,11,1,187,79
predict1_V14_T012,predict1,14,12,1,187,79
predict1_V14_T013,predict1,14,13,1,187,79
predict1_V14_T014,predict1,14,14,1,187,79
predict1_V14_T015,predict1,14,15,1,187,79
predict1_V14_T016,predict1,14,16,1,187,79
predict1_V14_T017,predict1,14,17,1,187,79
predict1_V14_T018,predict1,14,18,1,187,79
predict1_V14_T019,predict1,14,19,1,187,79
predict1_V14_T020,predict1,14,20,1,187,79
predict1_V14_T021,predict1,14,21,2,187,79
predict1_V14_T022,predict1,14,22,2,187,79
predict1_V14_T023,predict1,14,23,2,187,79
predict1_V14_T024,predict1,14,24,2,187,79
predict1_V14_T025,predict1,14,25,2,187,79
predict1_V14_T026,predict1,14,26,2,187,79
predict1_V14_T027,predict1,14,27,2,187,79
predict1_V14_T028,predict1,14,28,2,187,79
predict1_V14_T029,predict1,14,29,2,187,79
predict1_V14_T030,predict1,14,30,2,187,79
predict1_V14_T031,predict1,14,31,3,187,79
predict1_V14_T032,predict1,14,32,3,187,79
predict1_V14_T033,predict1,14,33,3,187,79
predict1_V14_T034,predict1,14,34,3,187,79
predict1_V14_T035,predict1,14,35,3,187,79
predict1_V14_T036,predict1,14,36,3,187,79
predict1_V14_T037,predict1,14,37,3,187,79
predict1_V14_T038,predict1,14,38,3,187,79
predict1_V14_T039,predict1,14,39,3,187,79
predict1_V14_T040,predict1,14,40,3,187,79
predict1_V14_T041,predict1,14,41,3,187,79
predict1_V14_T042,predict1,14,42,4,187,79
predict1_V14_T043,predict1,14,43,4,187,73
predict1_V14_T044,predict1,14,44,4,187,52
predict1_V14_T045,predict1,14,45,4,191,35
predict1_V14_T046,predict1,14,46,4,191,35
predict1_V14_T047,predict1,14,47,4,191,35
predict1_V14_T048,predict1,14,48,4,191,35
predict1_V14_T049,predict1,14,49,4,191,35
predict1_V14_T050,predict1,14,50,4,191,35
predict1_V14_T051,predict1,14,51,4,191,35
predict1_V14_T052,predict1,14,52,5,191,35
predict1_V14_T053,predict1,14,53,5,191,35
predict1_V14_T054,predict1,14,54,5,191,35
predict1_V14_T055,predict1,14,55,5,191,35
predict1_V14_T056,predict1,14,56,5,191,35
predict1_V14_T057,predict1,14,57,5,191,35
predict1_V14_T058,predict1,14,58,5,191,35
predict1_V14_T059,predict1,14,59,5,191,35
predict1_V14_T060,predict1,14,60,5,191,35
predict1_V14_T061,predict1,14,61,5,191,35
predict1_V14_T062,predict1,14,62,6,191,35
predict1_V14_T063,predict1,14,63,6,191,35
predict1_V14_T064,predict1,14,64,6,191,35
predict1_V14_T065,predict1,14,65,6,191,35
predict1_V14_T066,predict1,14,66,6,191,35
predict1_V14_T067,predict1,14,67,6,191,35
predict1_V14_T068,predict1,14,68,6,191,35
predict1_V14_T069,predict1,14,69,6,191,35
predict1_V14_T070,predict1,14,70,6,191,35
predict1_V14_T071,predict1,14,71,6,191,35
predict1_V14_T072,predict1,14,72,6,191,35
predict1_V14_T073,predict1,14,73,7,191,35
predict1_V14_T074,predict1,14,74,7,191,35
predict1_V14_T075,predict1,14,75,7,191,35
predict1_V14_T076,predict1,14,76,7,191,35
predict1_V14_T077,predict1,14,77,7,191,35
predict1_V14_T078,predict1,14,78,7,191,35
predict1_V14_T079,predict1,14,79,7,191,35
predict1_V14_T080,predict1,14,80,7,191,35
predict1_V14_T081,predict1,14,81,7,191,35
predict1_V14_T082,predict1,14,82,7,191,35
predict1_V14_T083,predict1,14,83,8,191,35
predict1_V14_T084,predict1,14,84,8,191,35
predict1_V14_T085,predict1,14,85,8,191,35
predict1_V14_T086,predict1,14,86,8,191,35
predict1_V14_T087,predict1,14,87,8,191,35
predict1_V14_T088,predict1,14,88,8,191,35
predict1_V14_T089,predict1,14,89,8,191,35
predict1_V14_T090,predict1,14,90,8,191,35
predict1_V14_T091,predict1,14,91,8,191,35
predict1_V14_T092,predict1,14,92,8,191,35
predict1_V14_T093,predict1,14,93,9,191,35
predict1_V14_T094,predict1,14,94,9,191,35
predict1_V14_T095,predict1,14,95,9,191,35
predict1_V14_T096,predict1,14,96,9,191,35
predict1_V14_T097,predict1,14,97,9,191,35
predict1_V14_T098,predict1,14,98,9,191,35
predict1_V14_T099,predict1,14,99,9,191,35
predict1_V14_T100,predict1,14,100,9,191,35
predict1_V14_T101,predict1,14,101,9,191,35
predict1_V14_T102,predict1,14,102,9,191,35
predict1_V15_T000,predict1,15,0,0,128,128
predict1_V15_T001,predict1,15,1,0,128,128
predict1_V15_T002,predict1,15,2,0,131,140
predict1_V15_T003,predict1,15,3,0,151,92
predict1_V15_T004,predict1,15,4,0,163,90
predict1_V15_T005,predict1,15,5,0,164,159
predict1_V15_T006,predict1,15,6,0,171,159
predict1_V15_T007,predict1,15,7,0,171,159
predict1_V15_T008,predict1,15,8,0,171,159
predict1_V15_T009,predict1,15,9,0,171,159
predict1_V15_T010,predict1,15,10,0,171,159
predict1_V15_T011,predict1,15,11,0,171,159
predict1_V15_T012,predict1,15,12,0,171,159
predict1_V15_T013,predict1,15,13,0,171,159
predict1_V15_T014,predict1,15,14,0,175,159
predict1_V15_T015,predict1,15,15,0,175,159
predict1_V15_T016,predict1,15,16,0,175,159
predict1_V15_T017,predict1,15,17,1,175,159
predict1_V15_T018,predict1,15,18,1,175,159
predict1_V15_T019,predict1,15,19,1,175,159
predict1_V15_T020,predict1,15,20,1,175,159
predict1_V15_T021,predict1,15,21,1,175,159
predict1_V15_T022,predict1,15,22,1,175,159
predict1_V15_T023,predict1,15,23,1,175,159
predict1_V15_T024,predict1,15,24,1,175,159
predict1_V15_T025,predict1,15,25,1,175,159
predict1_V15_T026,predict1,15,26,1,175,159
predict1_V15_T027,predict1,15,27,1,175,159
predict1_V15_T028,predict1,15,28,1,175,159
predict1_V15_T029,predict1,15,29,1,175,180
predict1_V15_T030,predict1,15,30,1,193,180
predict1_V15_T031,predict1,15,31,1,193,180
predict1_V15_T032,predict1,15,32,1,193,180
predict1_V15_T033,predict1,15,33,1,193,180
predict1_V15_T034,predict1,15,34,2,193,180
predict1_V15_T035,predict1,15,35,2,193,180
predict1_V15_T036,predict1,15,36,2,193,180
predict1_V15_T037,predict1,15,37,2,193,180
predict1_V15_T038,predict1,15,38,2,193,180
predict1_V15_T039,predict1,15,39,2,193,180
predict1_V15_T040,predict1,15,40,2,193,180
predict1_V15_T041,predict1,15,41,2,193,180
predict1_V15_T042,predict1,15,42,2,193,180
predict1_V15_T043,predict1,15,43,2,193,180
predict1_V15_T044,predict1,15,44,2,193,180
predict1_V15_T045,predict1,15,45,2,193,180
predict1_V15_T046,predict1,15,46,2,193,180
predict1_V15_T047,predict1,15,47,2,193,180
predict1_V15_T048,predict1,15,48,2,193,180
predict1_V15_T049,predict1,15,49,2,193,180
predict1_V15_T050,predict1,15,50,2,193,180
predict1_V15_T051,predict1,15,51,3,193,180
predict1_V15_T052,predict1,15,52,3,193,180
predict1_V15_T053,predict1,15,53,3,193,180
predict1_V15_T054,predict1,15,54,3,193,180
predict1_V15_T055,predict1,15,55,3,193,180
predict1_V15_T056,predict1,15,56,3,193,180
predict1_V15_T057,predict1,15,57,3,193,180
predict1_V15_T058,predict1,15,58,3,193,180
predict1_V15_T059,predict1,15,59,3,193,180
predict1_V15_T060,predict1,15,60,3,193,180
predict1_V15_T061,predict1,15,61,3,193,180
predict1_V15_T062,predict1,15,62,3,193,180
predict1_V15_T063,predict1,15,63,3,193,180
predict1_V15_T064,predict1,15,64,3,193,180
predict1_V15_T065,predict1,15,65,3,193,180
predict1_V15_T066,predict1,15,66,3,193,180
predict1_V15_T067,predict1,15,67,3,193,180
predict1_V15_T068,predict1,15,68,4,193,180
predict1_V15_T069,predict1,15,69,4,193,180
predict1_V15_T070,predict1,15,70,4,193,180
predict1_V15_T071,predict1,15,71,4,193,180
predict1_V15_T072,predict1,15,72,4,193,180
predict1_V15_T073,predict1,15,73,4,193,180
predict1_V15_T074,predict1,15,74,4,193,180
predict1_V15_T075,predict1,15,75,4,193,180
predict1_V15_T076,predict1,15,76,4,193,180
predict1_V15_T077,predict1,15,77,4,193,180
predict1_V15_T078,predict1,15,78,4,193,180
predict1_V15_T079,predict1,15,79,4,193,180
predict1_V15_T080,predict1,15,80,4,193,180
predict1_V15_T081,predict1,15,81,4,193,180
predict1_V15_T082,predict1,15,82,4,193,180
predict1_V15_T083,predict1,15,83,4,193,180
predict1_V15_T084,predict1,15,84,4,193,180
predict1_V15_T085,predict1,15,85,5,193,180
predict1_V15_T086,predict1,15,86,5,193,180
predict1_V15_T087,predict1,15,87,5,193,180
predict1_V15_T088,predict1,15,88,5,193,180
predict1_V15_T089,predict1,15,89,5,193,180
predict1_V15_T090,predict1,15,90,5,193,180
predict1_V15_T091,predict1,15,91,5,193,180
predict1_V15_T092,predict1,15,92,5,193,180
predict1_V15_T093,predict1,15,93,5,193,180
predict1_V15_T094,predict1,15,94,5,193,180
predict1_V15_T095,predict1,15,95,5,193,180
predict1_V15_T096,predict1,15,96,5,193,180
predict1_V15_T097,predict1,15,97,5,193,180
predict1_V15_T098,predict1,15,98,5,193,180
predict1_V15_T099,predict1,15,99,5,193,180
predict1_V15_T100,predict1,15,100,5,193,180
predict1_V15_T101,predict1,15,101,5,193,180
predict1_V15_T102,predict1,15,102,6,193,180
predict1_V15_T103,predict1,15,103,6,193,180
predict1_V15_T104,predict1,15,104,6,193,180
predict1_V15_T105,predict1,15,105,6,193,180
predict1_V15_T106,predict1,15,106,6,193,180
predict1_V15_T107,predict1,15,107,6,193,180
predict1_V15_T108,predict1,15,108,6,193,180
predict1_V15_T109,predict1,15,109,6,193,180
predict1_V15_T110,predict1,15,110,6,193,180
predict1_V15_T111,predict1,15,111,6,193,180
predict1_V15_T112,predict1,15,112,6,193,180
predict1_V15_T113,predict1,15,113,6,193,180
predict1_V15_T114,predict1,15,114,6,193,180
predict1_V15_T115,predict1,15,115,6,193,180
predict1_V15_T116,predict1,15,116,6,193,180
predict1_V15_T117,predict1,15,117,6,193,180
predict1_V15_T118,predict1,15,118,6,193,180
predict1_V15_T119,predict1,15,119,7,193,180
predict1_V15_T120,predict1,15,120,7,193,180
predict1_V15_T121,predict1,15,121,7,193,180
predict1_V15_T122,predict1,15,122,7,193,180
predict1_V15_T123,predict1,15,123,7,193,180
predict1_V15_T124,predict1,15,124,7,193,180
predict1_V15_T125,predict1,15,125,7,193,180
predict1_V15_T126,predict1,15,126,7,193,180
predict1_V15_T127,predict1,15,127,7,193,180
predict1_V15_T128,predict1,15,128,7,193,180
predict1_V15_T129,predict1,15,129,7,193,180
predict1_V15_T130,predict1,15,130,7,193,180
predict1_V15_T131,predict1,15,131,7,193,180
predict1_V15_T132,predict1,15,132,7,193,180
predict1_V15_T133,predict1,15,133,7,193,180
predict1_V15_T134,predict1,15,134,7,193,180
predict1_V15_T135,predict1,15,135,7,193,180
predict1_V15_T136,predict1,15,136,8,193,180
predict1_V15_T137,predict1,15,137,8,193,180
predict1_V15_T138,predict1,15,138,8,193,180
predict1_V15_T139,predict1,15,139,8,193,180
predict1_V15_T140,predict1,15,140,8,193,180
predict1_V15_T141,predict1,15,141,8,193,180
predict1_V15_T142,predict1,15,142,8,193,180
predict1_V15_T143,predict1,15,143,8,193,180
predict1_V15_T144,predict1,15,144,8,193,180
predict1_V15_T145,predict1,15,145,8,193,180
predict1_V15_T146,predict1,15,146,8,193,180
predict1_V15_T147,predict1,15,147,8,193,180
predict1_V15_T148,predict1,15,148,8,193,180
predict1_V15_T149,predict1,15,149,8,193,180
predict1_V15_T150,predict1,15,150,8,193,180
predict1_V15_T151,predict1,15,151,8,193,180
predict1_V15_T152,predict1,15,152,8,193,180
predict1_V15_T153,predict1,15,153,9,193,180
predict1_V15_T154,predict1,15,154,9,193,180
predict1_V15_T155,predict1,15,155,9,193,180
predict1_V15_T156,predict1,15,156,9,193,180
predict1_V15_T157,predict1,15,157,9,193,180
predict1_V15_T158,predict1,15,158,9,193,180
predict1_V15_T159,predict1,15,159,9,193,180
predict1_V15_T160,predict1,15,160,9,193,180
predict1_V15_T161,predict1,15,161,9,193,180
predict1_V15_T162,predict1,15,162,9,193,180
predict1_V15_T163,predict1,15,163,9,193,180
predict1_V15_T164,predict1,15,164,9,193,180
predict1_V15_T165,predict1,15,165,9,193,180
predict1_V15_T166,predict1,15,166,9,193,180
predict1_V15_T167,predict1,15,167,9,193,180
predict1_V15_T168,predict1,15,168,9,193,180
predict1_V15_T169,predict1,15,169,9,193,180
predict2_V01_T000,predict2,1,0,0,128,128
predict2_V01_T001,predict2,1,1,0,128,128
predict2_V01_T002,predict2,1,2,0,128,128
predict2_V01_T003,predict2,1,3,0,128,128
predict2_V01_T004,predict2,1,4,0,128,128
predict2_V01_T005,predict2,1,5,0,155,128
predict2_V01_T006,predict2,1,6,0,159,128
predict2_V01_T007,predict2,1,7,0,179,128
predict2_V01_T008,predict2,1,8,0,179,128
predict2_V01_T009,predict2,1,9,0,179,128
predict2_V01_T010,predict2,1,10,0,179,128
predict2_V01_T011,predict2,1,11,0,179,128
predict2_V01_T012,predict2,1,12,0,179,128
predict2_V01_T013,predict2,1,13,0,179,128
predict2_V01_T014,predict2,1,14,1,179,128
predict2_V01_T015,predict2,1,15,1,179,128
predict2_V01_T016,predict2,1,16,1,179,128
predict2_V01_T017,predict2,1,17,1,179,128
predict2_V01_T018,predict2,1,18,1,179,128
predict2_V01_T019,predict2,1,19,1,179,128
predict2_V01_T020,predict2,1,20,1,179,128
predict2_V01_T021,predict2,1,21,1,179,128
predict2_V01_T022,predict2,1,22,1,179,128
predict2_V01_T023,predict2,1,23,1,179,128
predict2_V01_T024,predict2,1,24,1,179,128
predict2_V01_T025,predict2,1,25,1,179,128
predict2_V01_T026,predict2,1,26,1,179,128
predict2_V01_T027,predict2,1,27,2,179,128
predict2_V01_T028,predict2,1,28,2,179,128
predict2_V01_T029,predict2,1,29,2,179,128
predict2_V01_T030,predict2,1,30,2,179,128
predict2_V01_T031,predict2,1,31,2,179,128
predict2_V01_T032,predict2,1,32,2,179,128
predict2_V01_T033,predict2,1,33,2,179,128
predict2_V01_T034,predict2,1,34,2,179,128
predict2_V01_T035,predict2,1,35,2,179,128
predict2_V01_T036,predict2,1,36,2,179,128
predict2_V01_T037,predict2,1,37,2,179,128
predict2_V01_T038,predict2,1,38,2,179,128
predict2_V01_T039,predict2,1,39,2,179,128
predict2_V01_T040,predict2,1,40,2,179,128
predict2_V01_T041,predict2,1,41,3,179,128
predict2_V01_T042,predict2,1,42,3,179,128
predict2_V01_T043,predict2,1,43,3,179,108
predict2_V01_T044,predict2,1,44,3,179,101
predict2_V01_T045,predict2,1,45,3,179,92
predict2_V01_T046,predict2,1,46,3,179,84
predict2_V01_T047,predict2,1,47,3,179,84
predict2_V01_T048,predict2,1,48,3,179,84
predict2_V01_T049,predict2,1,49,3,179,84
predict2_V01_T050,predict2,1,50,3,179,84
predict2_V01_T051,predict2,1,51,3,179,84
predict2_V01_T052,predict2,1,52,3,179,84
predict2_V01_T053,predict2,1,53,3,179,84
predict2_V01_T054,predict2,1,54,4,179,84
predict2_V01_T055,predict2,1,55,4,179,84
predict2_V01_T056,predict2,1,56,4,179,84
predict2_V01_T057,predict2,1,57,4,179,84
predict2_V01_T058,predict2,1,58,4,179,84
predict2_V01_T059,predict2,1,59,4,179,84
predict2_V01_T060,predict2,1,60,4,179,84
predict2_V01_T061,predict2,1,61,4,179,84
predict2_V01_T062,predict2,1,62,4,179,84
predict2_V01_T063,predict2,1,63,4,179,84
predict2_V01_T064,predict2,1,64,4,179,84
predict2_V01_T065,predict2,1,65,4,179,84
predict2_V01_T066,predict2,1,66,4,179,84
predict2_V01_T067,predict2,1,67,4,179,84
predict2_V01_T068,predict2,1,68,5,179,84
predict2_V01_T069,predict2,1,69,5,179,84
predict2_V01_T070,predict2,1,70,5,179,84
predict2_V01_T071,predict2,1,71,5,179,84
predict2_V01_T072,predict2,1,72,5,179,84
predict2_V01_T073,predict2,1,73,5,179,84
predict2_V01_T074,predict2,1,74,5,179,84
predict2_V01_T075,predict2,1,75,5,179,84
predict2_V01_T076,predict2,1,76,5,179,63
predict2_V01_T077,predict2,1,77,5,179,63
predict2_V01_T078,predict2,1,78,5,179,63
predict2_V01_T079,predict2,1,79,5,168,50
predict2_V01_T080,predict2,1,80,5,126,50
predict2_V01_T081,predict2,1,81,6,126,50
predict2_V01_T082,predict2,1,82,6,126,50
predict2_V01_T083,predict2,1,83,6,126,50
predict2_V01_T084,predict2,1,84,6,126,50
predict2_V01_T085,predict2,1,85,6,126,50
predict2_V01_T086,predict2,1,86,6,126,50
predict2_V01_T087,predict2,1,87,6,126,50
predict2_V01_T088,predict2,1,88,6,126,50
predict2_V01_T089,predict2,1,89,6,126,50
predict2_V01_T090,predict2,1,90,6,126,50
predict2_V01_T091,predict2,1,91,6,126,50
predict2_V01_T092,predict2,1,92,6,126,50
predict2_V01_T093,predict2,1,93,6,126,50
predict2_V01_T094,predict2,1,94,6,126,50
predict2_V01_T095,predict2,1,95,7,126,50
predict2_V01_T096,predict2,1,96,7,126,50
predict2_V01_T097,predict2,1,97,7,126,50
predict2_V01_T098,predict2,1,98,7,126,50
predict2_V01_T099,predict2,1,99,7,126,50
predict2_V01_T100,predict2,1,100,7,126,50
predict2_V01_T101,predict2,1,101,7,126,50
predict2_V01_T102,predict2,1,102,7,126,50
predict2_V01_T103,predict2,1,103,7,126,50
predict2_V01_T104,predict2,1,104,7,126,50
predict2_V01_T105,predict2,1,105,7,126,50
predict2_V01_T106,predict2,1,106,7,126,50
predict2_V01_T107,predict2,1,107,7,126,50
predict2_V01_T108,predict2,1,108,8,126,50
predict2_V01_T109,predict2,1,109,8,126,50
predict2_V01_T110,predict2,1,110,8,126,50
predict2_V01_T111,predict2,1,111,8,126,50
predict2_V01_T112,predict2,1,112,8,126,50
predict2_V01_T113,predict2,1,113,8,126,50
predict2_V01_T114,predict2,1,114,8,126,50
predict2_V01_T115,predict2,1,115,8,126,50
predict2_V01_T116,predict2,1,116,8,126,50
predict2_V01_T117,predict2,1,117,8,126,50
predict2_V01_T118,predict2,1,118,8,126,50
predict2_V01_T119,predict2,1,119,8,126,50
predict2_V01_T120,predict2,1,120,8,126,50
predict2_V01_T121,predict2,1,121,8,126,50
predict2_V01_T122,predict2,1,122,9,126,50
predict2_V01_T123,predict2,1,123,9,126,50
predict2_V01_T124,predict2,1,124,9,126,50
predict2_V01_T125,predict2,1,125,9,126,50
predict2_V01_T126,predict2,1,126,9,126,50
predict2_V01_T127,predict2,1,127,9,126,50
predict2_V01_T128,predict2,1,128,9,126,50
predict2_V01_T129,predict2,1,129,9,126,50
predict2_V01_T130,predict2,1,130,9,126,50
predict2_V01_T131,predict2,1,131,9,126,50
predict2_V01_T132,predict2,1,132,9,126,50
predict2_V01_T133,predict2,1,133,9,126,50
predict2_V01_T134,predict2,1,134,9,126,50
predict2_V02_T000,predict2,2,0,0,128,128
predict2_V02_T001,predict2,2,1,0,128,128
predict2_V02_T002,predict2,2,2,0,128,128
predict2_V02_T003,predict2,2,3,0,128,128
predict2_V02_T004,predict2,2,4,0,128,128
predict2_V02_T005,predict2,2,5,0,128,128
predict2_V02_T006,predict2,2,6,0,128,128
predict2_V02_T007,predict2,2,7,0,150,128
predict2_V02_T008,predict2,2,8,0,171,120
predict2_V02_T009,predict2,2,9,0,171,120
predict2_V02_T010,predict2,2,10,0,144,120
predict2_V02_T011,predict2,2,11,0,136,120
predict2_V02_T012,predict2,2,12,0,113,120
predict2_V02_T013,predict2,2,13,0,113,120
predict2_V02_T014,predict2,2,14,1,120,120
predict2_V02_T015,predict2,2,15,1,120,120
predict2_V02_T016,predict2,2,16,1,120,120
predict2_V02_T017,predict2,2,17,1,120,120
predict2_V02_T018,predict2,2,18,1,120,120
predict2_V02_T019,predict2,2,19,1,120,120
predict2_V02_T020,predict2,2,20,1,120,120
predict2_V02_T021,predict2,2,21,1,120,120
predict2_V02_T022,predict2,2,22,1,120,120
predict2_V02_T023,predict2,2,23,1,120,120
